billboard,billboard_year,billboard_month,peak_position,weeks_on_chart,artist,feat_artist,artist_uri,artist_popularity,artist_followers,song,track_uri,track_popularity,album_name,release_year,release_month,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,major_label,genre_pop,genre_screen,genre_hiphop,genre_punk,genre_blues,genre_country,genre_rnb,genre_rock,genre_latin,genre_dance,genre_indie,genre_elect,genre_gospel,genre_chill
0,0,0,0,0,Britney Spears,-,26dSoYclwsYLMAKD3tpOr4,78,10968148,Selfish,2w3PyJC61SAVM7KR6tyDwF,38,Femme Fatale (Deluxe Version),2011,3,223946,0.722,0.622,11,-5.426,0,0.0321,0.0114,1.64E-06,0.0664,0.787,122.038,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2008,12,70,1,Britney Spears,-,26dSoYclwsYLMAKD3tpOr4,78,10968148,Shattered Glass,3sJx8qerYrs92oqVAa9S0Z,44,Circus (Deluxe Version),2008,12,172400,0.831,0.489,0,-6.475,0,0.0533,0.0483,1.33E-05,0.074,0.376,120.054,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2016,12,86,1,Britney Spears,Tinashe,26dSoYclwsYLMAKD3tpOr4,78,10981208,Slumber Party,2i9q8CteBmpslOJeQdMGqA,56,Glory (Deluxe Version),2016,8,44799,0.752,0.784,0,-4.941,1,0.0754,0.322,0,0.11,0.464,135.039,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Britney Spears,T.I.,26dSoYclwsYLMAKD3tpOr4,78,10968148,Tik Tik Boom,4mWmOPT9SIWWSJxc4qT7If,36,Britney Jean (Deluxe Version),2013,11,176973,0.751,0.767,5,-6.477,0,0.0639,0.238,0,0.562,0.56,134.851,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2011,3,3,24,Britney Spears,"Nicki Minaj, Kesha",26dSoYclwsYLMAKD3tpOr4,78,10968148,Till the World Ends,38iU2jg98IZZEIJPrP7aWD,65,Femme Fatale (Deluxe Version),2011,3,237946,0.693,0.705,8,-5.747,1,0.0665,0.0228,0,0.202,0.45,131.951,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Britney Spears,-,26dSoYclwsYLMAKD3tpOr4,78,10968148,Trip to Your Heart,2qbhijQG7phGVHkPt22fTP,37,Femme Fatale (Deluxe Version),2011,3,213773,0.679,0.813,0,-5.237,1,0.295,0.0621,0,0.272,0.642,125.033,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Britney Spears,-,26dSoYclwsYLMAKD3tpOr4,78,10968148,Trouble for Me,6fbb7VBPUjqicVq9XG7s3i,38,Femme Fatale (Deluxe Version),2011,3,199946,0.731,0.674,0,-5.599,0,0.0452,0.00613,0,0.369,0.305,125.938,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Britney Spears,-,26dSoYclwsYLMAKD3tpOr4,78,10968148,Unusual You,5yFDS6dDzjjmGFVaYcwPAB,44,Circus (Deluxe Version),2008,12,261000,0.629,0.726,0,-9.679,0,0.103,0.205,0.00506,0.103,0.473,123.974,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Britney Spears,-,26dSoYclwsYLMAKD3tpOr4,78,10968148,Up N' Down,30pIRfkIrvI88LaXReJ6HJ,42,Femme Fatale (Deluxe Version),2011,3,222293,0.856,0.743,4,-4.71,0,0.054,0.085,0,0.0739,0.833,120.006,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Britney Spears,-,26dSoYclwsYLMAKD3tpOr4,78,10968148,Womanizer,4fixebDZAVToLbUCuEloa2,76,Circus (Deluxe Version),2008,12,224400,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2014,1,12,13,Britney Spears,-,26dSoYclwsYLMAKD3tpOr4,78,10968148,Work Bitch,3KliPMvk1EvFZu9cvkj8p1,70,Britney Jean (Deluxe Version),2013,11,247960,0.629,0.824,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128.01,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2013,3,83,3,Britt Nicole,-,6BXionV4R0BunrFpSwIMUK,51,350689,Gold,2fdd8W8eTym1gWO1dl1nxo,53,Gold,2012,3,179333,0.65,0.819,8,-3.389,1,0.031,0.0266,0,0.348,0.895,95.958,4,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
0,0,0,0,0,Brittany Howard,-,4XquDVA8pkg5Lx91No1JxB,50,183523,Georgia,5bTaLbpRK8aJvqf2xHlwa7,0,Jaime,2019,9,198056,0.369,0.549,10,-7.436,1,0.0892,0.512,0.099,0.116,0.246,91.579,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,Bro Safari,-,6d9SnuHI2bRer7c76d8sLq,40,155285,The Drop,3xIwnKhZxWxKcecqrfXBJj,0,Ultra Trap,2013,5,229853,0.689,0.879,0,-4.03,0,0.0978,0.104,0.0376,0.49,0.519,170.036,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2016,7,86,1,Broadway For Orlando,-,6For8X8tvxvDol46ZOQrtr,4,150,What The World Needs Now Is Love,7IYU41rxDOremaBZi0vEMn,16,What the World Needs Now Is Love,2016,6,44732,0.514,0.414,11,-7.367,0,0.0293,0.716,0,0.216,0.236,109.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,BrockHampton,-,1Bl6wpkWCQ4KVgnASpvzzA,68,1993504,2PAC,3Xvu5uFWbyHd0qixrvIxxE,39,SATURATION,2017,6,62375,0.709,0.505,3,-8.627,1,0.212,0.503,0.000422,0.179,0.71,77.947,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,BrockHampton,-,1Bl6wpkWCQ4KVgnASpvzzA,68,1993504,BUMP,6ntPF24RtHotzc3FhcFMH7,42,SATURATION,2017,6,158108,0.625,0.699,7,-10.665,1,0.478,0.059,0,0.231,0.381,147.956,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,BrockHampton,-,1Bl6wpkWCQ4KVgnASpvzzA,68,1993504,COUNT ON ME,0hprLLUDMgFU0nL4yVCWTg,53,"ROADRUNNER: NEW LIGHT, NEW MACHINE",2021,4,155200,0.782,0.497,0,-5.415,1,0.286,0.0391,0,0.209,0.522,77.488,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,BrockHampton,-,1Bl6wpkWCQ4KVgnASpvzzA,68,1993504,DON'T SHOOT UP THE PARTY,3X0Tof7fViQGV95EKIY5x1,52,"ROADRUNNER: NEW LIGHT, NEW MACHINE",2021,4,187266,0.715,0.66,4,-4.212,0,0.0663,0.124,0,0.192,0.519,96.057,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,BrockHampton,-,1Bl6wpkWCQ4KVgnASpvzzA,68,1993504,FACE,5bknBRjKJZ643DAN2w8Yoy,65,SATURATION,2017,6,259000,0.945,0.702,11,-5.016,0,0.12,0.591,0.000538,0.0788,0.678,119.887,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,BrockHampton,-,1Bl6wpkWCQ4KVgnASpvzzA,68,1993504,IF YOU PRAY RIGHT,56IGGA6VwAbIni6KoN7VC5,50,GINGER,2019,8,302360,0.471,0.496,7,-9.983,1,0.199,0.399,0.00083,0.378,0.569,160.093,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,BrockHampton,-,1Bl6wpkWCQ4KVgnASpvzzA,68,1993504,INFATUATION,77SvwoWoNeed5uWuxbyujk,52,ALL-AMERICAN TRASH,2016,4,181577,0.882,0.375,3,-11.342,0,0.207,0.355,7.70E-06,0.327,0.656,120.055,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,BrockHampton,-,1Bl6wpkWCQ4KVgnASpvzzA,68,1993504,NO HALO,694vvR5o19xHPhhJ5QdLN7,60,GINGER,2019,8,259746,0.643,0.573,4,-7.034,1,0.0709,0.41,0.00017,0.0695,0.47,165.192,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,BrockHampton,-,1Bl6wpkWCQ4KVgnASpvzzA,68,1993504,STAR,1xfFPJdRjgDAaMcDgbXwyh,53,SATURATION,2017,6,161000,0.776,0.388,0,-9.143,1,0.282,0.147,0,0.394,0.294,75.01,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,2020,1,66,9,BrockHampton,-,1Bl6wpkWCQ4KVgnASpvzzA,68,1993504,SUGAR,6U0FIYXCQ3TGrk4tFpLrEA,73,GINGER,2019,8,204533,0.453,0.538,1,-8.212,1,0.0638,0.449,0,0.19,0.516,122.973,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,BrockHampton,-,1Bl6wpkWCQ4KVgnASpvzzA,68,1993504,SWIM,5Jp0avXwxgYt75sjxQJxWw,44,SATURATION,2017,6,213375,0.659,0.493,4,-9.161,1,0.0357,0.147,3.46E-06,0.114,0.497,92.989,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,BrockHampton,-,1Bl6wpkWCQ4KVgnASpvzzA,68,1993504,WASTE,1cuYCAodLWgzhwE2KFZ8rC,55,SATURATION,2017,6,154406,0.416,0.412,9,-11.262,1,0.0361,0.511,0.000423,0.241,0.409,116.84,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,Broiler,-,3836OTICMPjhTMMcpPw4EC,59,165251,Daydream,0nPj7f507HUBm8BCBbv8on,0,Daydream,2016,5,236853,0.709,0.68,11,-7.264,0,0.0383,0.0828,0.0189,0.327,0.333,120.034,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,Broiler,-,3836OTICMPjhTMMcpPw4EC,59,165251,Wild Eyes,2eFxaSHpZcJiwKlUpHqtLp,0,Wild Eyes,2014,11,204573,0.628,0.747,11,-6.448,0,0.0683,0.319,0.000628,0.0979,0.138,126.01,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,Brokencyde,E-40,22WwE0lMmGx4AJeyUfT7rh,34,88470,Booty Call,3PVEYJYatAN5pYy8dsPPbk,33,I'm Not a Fan But the Kids Like It,2009,6,204266,0.668,0.839,7,-3.11,1,0.0389,0.099,2.72E-05,0.276,0.385,113.96,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,Brokencyde,-,22WwE0lMmGx4AJeyUfT7rh,34,88470,Da House Party,63VIDKDRkSvrAcZ0TtO4dH,16,Will Never Die,2010,11,176280,0.703,0.94,5,-2.349,0,0.0558,0.0106,3.04E-06,0.383,0.708,121.975,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,Brokencyde,-,22WwE0lMmGx4AJeyUfT7rh,34,88470,Get Crunk,25C5cW7ZNems15l2zcqfL3,37,I'm Not a Fan But the Kids Like It,2009,6,263426,0.545,0.951,9,-3.492,1,0.19,0.0442,0.000196,0.435,0.611,77.014,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,Brokencyde,-,22WwE0lMmGx4AJeyUfT7rh,34,88470,Goose Gogglez,5omITs26KzmPyzZ3VxoYuQ,11,Will Never Die,2010,11,204413,0.704,0.776,1,-5.283,0,0.26,0.00221,1.91E-05,0.657,0.238,107.624,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,Brokencyde,-,22WwE0lMmGx4AJeyUfT7rh,34,88470,Intro,0zV9wNC6637e7HAVNVIeCP,10,I'm Not a Fan But the Kids Like It,2009,6,40586,0.25,0.685,1,-17.181,1,0.293,0.0653,0.625,0.633,0.153,83.221,3,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,Brokencyde,-,22WwE0lMmGx4AJeyUfT7rh,34,88470,Money Hungry Hoe,6hTBPANr6xgXB1d2u2Vj42,20,Will Never Die,2010,11,223826,0.706,0.861,8,-5.352,1,0.106,0.0171,0,0.113,0.759,121.091,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,Brokencyde,-,22WwE0lMmGx4AJeyUfT7rh,34,88470,Scene Girlz,5wNidkcvkw0M3arwdJsmWW,37,I'm Not a Fan But the Kids Like It,2009,6,223053,0.685,0.799,3,-4.701,1,0.202,0.0473,0,0.104,0.768,102.055,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,Brokencyde,-,22WwE0lMmGx4AJeyUfT7rh,34,88470,Sex Toys,1pWbMiOdRCbiyZBOn3pmIp,24,I'm Not a Fan But the Kids Like It,2009,6,177786,0.74,0.821,9,-3.826,0,0.0546,0.0013,0,0.344,0.262,104.054,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,Brokencyde,-,22WwE0lMmGx4AJeyUfT7rh,34,88470,Shake!,388Qs99qWIz1CawaaxP7Kw,16,Will Never Die,2010,11,189853,0.654,0.94,4,-1.358,1,0.14,0.00693,6.77E-06,0.755,0.477,123.05,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,Brokencyde,-,22WwE0lMmGx4AJeyUfT7rh,34,88470,Skeet Skeet,7Ah3bjjvVDoUrAMRO4cpO8,24,I'm Not a Fan But the Kids Like It,2009,6,237146,0.715,0.865,10,-3.159,0,0.0502,0.0282,6.95E-06,0.147,0.698,79.998,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,Brokencyde,-,22WwE0lMmGx4AJeyUfT7rh,34,88470,Sunshine,1x6VRCQuaF8GzGC7JIsfNl,11,Will Never Die,2010,11,220880,0.326,0.844,5,-4.342,0,0.26,0.00499,1.96E-05,0.358,0.263,180.49,3,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,Brokencyde,-,22WwE0lMmGx4AJeyUfT7rh,34,88470,Teach Me How to Scream,3ltvtrxIDoqIOAmLQQii1f,33,Will Never Die,2010,11,216666,0.496,0.867,1,-6.249,1,0.293,0.000114,0.714,0.421,0.502,181.944,3,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,Brokencyde,-,22WwE0lMmGx4AJeyUfT7rh,34,88470,U Ain't Crunk,2izwIEOyVTOTAAKOZr6H7C,11,Will Never Die,2010,11,198933,0.73,0.808,7,-3.486,0,0.323,0.0407,0,0.34,0.393,161.975,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,Brokencyde,-,22WwE0lMmGx4AJeyUfT7rh,34,88470,Whatcha Want,0rGIigcRfjzpV9fNu0YRNv,18,Will Never Die,2010,11,185466,0.781,0.828,11,-4.695,0,0.22,0.108,0,0.0534,0.828,83.968,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,Brokencyde,-,22WwE0lMmGx4AJeyUfT7rh,34,88470,Whoa!,2wVN2nkqjOV9ihNwOaxfX2,17,Guilty Pleasurez,2011,11,234145,0.801,0.944,4,-5.354,1,0.0527,0.0808,0,0.308,0.602,122.01,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,Brokencyde,-,22WwE0lMmGx4AJeyUfT7rh,34,88470,Yellow Bus,2EQJgdf8anmjbd0Bo7oc5d,23,I'm Not a Fan But the Kids Like It,2009,6,202000,0.87,0.91,0,-4.628,1,0.189,0.00917,1.85E-06,0.222,0.873,109.999,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,BrokenRail,-,0hVmD9wRPmzj84Hlcygc4d,27,11274,Memory,1Z5rNEbxOW1ROlikBEk2W9,31,Brokenrail,2016,11,206178,0.417,0.844,8,-4.532,0,0.0505,7.58E-05,0.00364,0.0444,0.666,156.928,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,BrokenRail,-,0hVmD9wRPmzj84Hlcygc4d,27,11274,Walk Again,1Yf6xbi1dJVdiKoWwxL1Ti,24,Walk Again,2015,11,209393,0.484,0.996,6,-1.465,1,0.142,4.07E-05,0,0.375,0.301,105.01,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,Brooke Evers,-,7KkfsUfXaB3RNWHKczS6s1,27,10131,Check Me Out,60S0MHNzjWWE0pvfP31ffY,34,Check Me Out,2019,3,174735,0.808,0.94,10,-5.839,0,0.204,0.00159,0.6,0.0994,0.364,125.04,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,2009,3,47,1,Brooke White,-,1feuQE7d9izI54MoL5Lc7t,31,10034,Hold Up My Heart,0HZGw30pIUh5drpM20skC2,6,High Hopes & Heartbreak,2009,7,44763,0.314,0.641,2,-4.078,1,0.0387,0.411,0,0.106,0.409,177.211,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,Brooks & Dunn,-,0XKOBt59crntr7HQXXO8Yz,68,2285328,Ain't Nothing 'Bout You,6CkydK3NOAMScIhViRzXoB,60,#1s ... and then some,2009,9,199413,0.325,0.887,0,-4.199,1,0.0569,0.144,1.35E-06,0.431,0.705,202.339,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,Brooks & Dunn,-,0XKOBt59crntr7HQXXO8Yz,68,2285328,Boot Scootin' Boogie,7Fq9RwQxSn3kW85PrDUf0M,70,#1s ... and then some,2009,9,198226,0.656,0.817,11,-4.296,0,0.0435,0.22,0,0.304,0.862,130.448,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,Brooks & Dunn,-,0XKOBt59crntr7HQXXO8Yz,68,2285328,Brand New Man,75QTZG8XFYKb0HQIwgCzNE,62,#1s ... and then some,2009,9,179573,0.641,0.762,7,-4.355,1,0.0451,0.0904,1.26E-06,0.101,0.647,127.514,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,Brooks & Dunn,Reba McEntire,0XKOBt59crntr7HQXXO8Yz,68,2285328,Cowgirls Don't Cry,54007AqKIiRCG69C3ySu0b,51,#1s ... and then some,2009,9,214853,0.647,0.75,9,-4.147,1,0.0307,0.0793,4.23E-06,0.0773,0.639,115.015,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,2008,2,78,11,Brooks & Dunn,-,0XKOBt59crntr7HQXXO8Yz,68,2287248,God Must Be Busy,3XREqhLzypw6NzrFg1RMsr,26,Cowboy Town,2007,10,44836,0.421,0.469,9,-7.688,1,0.0334,0.101,6.50E-05,0.317,0.269,78.16,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,2009,10,96,3,Brooks & Dunn,Billy Gibbons,0XKOBt59crntr7HQXXO8Yz,68,2285328,Honky Tonk Stomp,4xvMOj9QANlmQ7If03em5Q,43,#1s ... and then some,2009,9,181226,0.632,0.927,9,-4.219,1,0.063,0.00413,2.84E-05,0.21,0.674,97.964,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,Brooks & Dunn,-,0XKOBt59crntr7HQXXO8Yz,68,2285328,Lost and Found,6617eD33ZOXYQVPiOALrfb,45,#1s ... and then some,2009,9,225386,0.659,0.786,4,-5.583,1,0.0279,0.211,0,0.0854,0.779,115.285,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,Brooks & Dunn,-,0XKOBt59crntr7HQXXO8Yz,68,2285328,My Maria,09qzRI951OVkXGCc33gzcT,68,#1s ... and then some,2009,9,208106,0.673,0.842,3,-4.627,1,0.0366,0.06,0.000257,0.178,0.898,125.57,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,Brooks & Dunn,-,0XKOBt59crntr7HQXXO8Yz,68,2285328,My Next Broken Heart,472F250gZMtKzC6eQvseUV,41,#1s ... and then some,2009,9,173773,0.646,0.879,7,-4.544,1,0.0302,0.551,0,0.194,0.759,140.496,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,Brooks & Dunn,-,0XKOBt59crntr7HQXXO8Yz,68,2285328,Neon Moon,3EUl8M6SzxZl03NPkB8mUd,71,#1s ... and then some,2009,9,263760,0.698,0.632,9,-6.508,1,0.0247,0.554,0,0.118,0.458,102.408,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,Brooks & Dunn,-,0XKOBt59crntr7HQXXO8Yz,68,2285328,Only In America,3e41nkMyqcAwaQCXJVj87G,47,#1s ... and then some,2009,9,268613,0.512,0.886,4,-5.906,1,0.0402,0.0661,0.00165,0.863,0.693,137.763,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,2008,6,54,13,Brooks & Dunn,-,0XKOBt59crntr7HQXXO8Yz,68,2287248,Put A Girl In It,2whdkf4NsAloiUJ9ISRVDM,43,Cowboy Town,2007,10,44836,0.589,0.952,4,-3.316,1,0.0619,0.0327,0.00103,0.062,0.771,119.967,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,Brooks & Dunn,Cody Johnson,0XKOBt59crntr7HQXXO8Yz,68,2285328,Red Dirt Road,5zMy6fM0mZebBMBZQuAVEA,56,Reboot,2019,4,236973,0.595,0.44,4,-7.795,1,0.0309,0.629,4.71E-06,0.0914,0.336,128.334,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,Brooks & Dunn,-,0XKOBt59crntr7HQXXO8Yz,68,2285328,She's Not the Cheatin' Kind,55GofQZpujDbkLzoGGBmTf,48,#1s ... and then some,2009,9,201426,0.679,0.779,9,-5.124,1,0.0334,0.203,0,0.219,0.703,110.556,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,Brooks & Dunn,-,0XKOBt59crntr7HQXXO8Yz,68,2285328,The Long Goodbye,550bzTUwGQIhotK33gVvEg,37,#1s ... and then some,2009,9,229986,0.5,0.619,8,-5.939,1,0.0297,0.263,1.42E-05,0.107,0.569,145.367,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,Brooks & Dunn,-,0XKOBt59crntr7HQXXO8Yz,68,2285328,You're Gonna Miss Me When I'm Gone,4Q1ohVGxQgvvxlFjDQQnPz,48,#1s ... and then some,2009,9,285986,0.649,0.653,7,-7.378,1,0.0238,0.0774,6.32E-05,0.084,0.448,133.586,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,Brotherhood Creed,-,0ecFXNzuv3uaX2pOX7GUT3,20,733,Helluva - Radio Mix,6jYhsewiw0eMjtvMS8Lnlt,36,Helluva,2012,3,249826,0.804,0.864,6,-7.148,1,0.125,0.0658,0,0.0609,0.765,105.414,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2017,10,79,16,Brothers Osborne,-,39NR3AUhpbbqKM33vWn2fp,63,1008696,It Ain't My Fault,08wJ1B9yu9sPeoRa5fbpr3,65,Pawn Shop,2016,1,44576,0.735,0.831,9,-5.898,1,0.0332,0.00166,0.217,0.291,0.756,123.017,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,2016,1,46,20,Brothers Osborne,-,39NR3AUhpbbqKM33vWn2fp,63,1008696,Stay A Little Longer,6rqxivjFHp8K0yMiefG56g,57,Stay A Little Longer,2015,3,44630,0.555,0.89,6,-5.533,1,0.0309,0.0414,0.131,0.147,0.513,96.987,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,Brothers Page,-,3WEpQkwVA27jpSU3qzNyCA,26,34148,Strange Direction,66Wrh0XOTSV49oNZThsXe2,26,Strange Direction,2019,7,231345,0.62,0.73,2,-7.625,1,0.209,0.0101,4.76E-05,0.624,0.523,96.01,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2021,1,24,22,BRS Kash,-,5jJjvmEwRr8epuGZq4eUUa,48,30917,Throat Baby (Go Baby),15C4TnrrVdym7UykxQIOTZ,58,Throat Baby (Go Baby) (with DaBaby & City Girls) [Remix],2021,1,44582,0.878,0.475,1,-8.42,0,0.324,0.00984,0,0.167,0.397,131.988,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,Bruno Mars,-,0du5cEVh5yTK9QJze8zA0C,86,41005457,777,2K6vUau7bnZUamjbRSOOvJ,66,An Evening With Silk Sonic,2021,11,165000,0.836,0.622,1,-11.003,1,0.0946,0.00269,0.000566,0.335,0.892,102.015,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2017,1,4,41,Bruno Mars,-,0du5cEVh5yTK9QJze8zA0C,86,41005457,24K Magic,6b8Be6ljOzmkOmFslEb23P,78,24K Magic,2016,11,225983,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Bruno Mars,Thundercat & Bootsy Collins,0du5cEVh5yTK9QJze8zA0C,86,41005457,After Last Night,6jGAh1bFnXt1Muj9zeHveZ,60,An Evening With Silk Sonic,2021,11,249444,0.651,0.703,0,-8.958,0,0.0816,0.0297,0,0.0608,0.647,140.051,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Bruno Mars,-,0du5cEVh5yTK9QJze8zA0C,86,41005457,Count on Me,7l1qvxWjxcKpB9PCtBuTbU,74,Doo-Wops & Hooligans,2010,10,197469,0.589,0.389,0,-5.972,1,0.028,0.851,0,0.0772,0.501,89.1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2018,1,3,23,Bruno Mars,Cardi B,0du5cEVh5yTK9QJze8zA0C,86,41005457,Finesse,5XMkENs3GfeRza8MfVAhjK,70,24K Magic,2016,11,191000,0.741,0.798,5,-5.342,0,0.0718,0.00781,0,0.0232,0.939,104.953,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Bruno Mars,-,0du5cEVh5yTK9QJze8zA0C,86,41005457,Fly As Me,7suB6D6uKX5DfPukdGaz0W,61,An Evening With Silk Sonic,2021,11,219389,0.783,0.627,2,-8.521,1,0.102,0.00756,0,0.0606,0.48,100.025,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2014,1,22,16,Bruno Mars,-,0du5cEVh5yTK9QJze8zA0C,86,41005457,Gorilla,2ih2U8ttFzCjnQ5njF3SrR,66,Unorthodox Jukebox,2012,12,244493,0.717,0.544,7,-6.598,1,0.0371,0.445,5.16E-06,0.0973,0.641,139.959,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2011,1,1,36,Bruno Mars,-,0du5cEVh5yTK9QJze8zA0C,86,41005457,Grenade,2tJulUYLDKOg9XrtVkMgcJ,77,Doo-Wops & Hooligans,2010,10,222091,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,Bruno Mars,-,0du5cEVh5yTK9QJze8zA0C,86,41005457,If I Knew,7lXOqE38eCr979gp27O5wr,63,Unorthodox Jukebox,2012,12,132640,0.522,0.413,3,-5.86,1,0.0316,0.722,0,0.0854,0.49,175.972,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
